physician_id,npi,first_name,last_name,specialty,territory_id,city,state,years_in_practice,medical_school
PH-0240,0759579472,Tracey,Moon,Pulmonology,T-020,Raymondshire,DC,1,Fox Group Medical School
PH-0241,7808562718,Steve,Norris,Internal Medicine,T-009,Lake Jasonshire,CT,17,Ward-Hensley Medical School
PH-0242,2843479552,Victor,Clark,Cardiology,T-015,Michaelfurt,KY,24,White-Anderson Medical School
PH-0243,9314386632,Lauren,Rodgers,Neurology,T-035,Shafferburgh,MT,30,Taylor-Barry Medical School
PH-0244,8857448906,Corey,Martin,Cardiology,T-005,Port Jonathan,MP,14,"Davis, Garner and Green Medical School"
PH-0245,5884506159,James,Johnston,Hospitalist,T-011,Port Justin,MD,9,"Dixon, Hampton and Griffin Medical School"
PH-0246,1694722569,Ashley,Sweeney,Internal Medicine,T-035,North Fernandobury,MD,35,Delgado-Page Medical School
PH-0247,9647598762,Ivan,Johnson,Emergency Medicine,T-022,Lake Johnathan,WA,29,"Brady, Clark and Sanders Medical School"
PH-0248,1178006811,Jose,Moore,Internal Medicine,T-037,Parkerbury,WA,14,Ramos-Martinez Medical School
PH-0249,8200557784,Amy,Taylor,Oncology,T-035,New Carla,SC,21,"Fields, Elliott and Mills Medical School"
PH-0250,8457831745,Robert,Moore,Internal Medicine,T-019,North Alexandraberg,MI,14,Harrison-Smith Medical School
PH-0251,7740649308,Nathaniel,Jenkins,Endocrinology,T-004,Fosterburgh,VT,25,"Brewer, Clayton and Walker Medical School"
PH-0252,1638944846,Jacob,Jones,Geriatrics,T-025,West Daniel,NH,18,"Chavez, Graves and Vasquez Medical School"
PH-0253,5020802144,David,Gonzales,Oncology,T-039,East Christophertown,NM,40,Peterson LLC Medical School
PH-0254,7570512046,Charles,Harrison,Family Practice,T-038,Port John,MS,33,Martinez Ltd Medical School
PH-0255,3673037183,Thomas,Maldonado,Rheumatology,T-015,Sharonburgh,SC,33,"Williams, Pineda and Meyer Medical School"
PH-0256,4743503136,Mark,Jackson,Internal Medicine,T-033,Brendafurt,WY,2,Smith Inc Medical School
PH-0257,9792513271,Gina,Morgan,Endocrinology,T-040,North Michaelberg,UT,40,"Moody, Martinez and Hall Medical School"
PH-0258,8573065240,Todd,Kim,Neurology,T-006,Amyfort,ID,6,"Lopez, Bailey and Oconnor Medical School"
PH-0259,4982182744,Amber,Gibson,Family Practice,T-008,Grosstown,RI,15,Parsons-Allen Medical School
PH-0260,1863878294,Marcus,Davidson,Geriatrics,T-033,North Alexandraland,AZ,30,White Inc Medical School
PH-0261,3173109678,Claire,Garza,Emergency Medicine,T-036,West Jeffreyland,AL,29,Rios Inc Medical School
PH-0262,7058650948,Billy,Jones,Internal Medicine,T-033,Christianborough,NC,37,Garcia and Sons Medical School
PH-0263,8633839288,Robert,Garcia,Hematology,T-033,Emilychester,FM,4,Jackson and Sons Medical School
PH-0264,8685289755,Andrea,Shea,Nephrology,T-010,Robertchester,GU,5,"Morris, Allen and Gardner Medical School"
PH-0265,6845776004,Caitlin,Holmes,Geriatrics,T-033,Adambury,IL,38,Smith-Short Medical School
PH-0266,4888992107,Michael,Taylor,Endocrinology,T-036,Pamelabury,IN,24,Shepherd-Davis Medical School
PH-0267,6931572791,Caitlin,Evans,Neurology,T-015,Millerton,PW,29,Bailey-Montoya Medical School
PH-0268,6139060480,Luis,Cunningham,Endocrinology,T-029,Waynebury,FL,4,Nunez Group Medical School
PH-0269,7998136462,David,Miller,Gastroenterology,T-002,New Raymondland,MO,27,"Hamilton, Wolfe and Gill Medical School"
PH-0270,7837693898,John,Jones,Neurology,T-036,Morrisshire,CO,36,Powers Group Medical School
PH-0271,5535590425,Christina,Branch,Gastroenterology,T-027,Hansonmouth,AZ,5,Gonzalez LLC Medical School
PH-0272,2110392405,Heather,Rodriguez,Oncology,T-010,Ruizmouth,IL,40,"Medina, Harris and Mills Medical School"
PH-0273,4879206980,Jonathan,Brown,Nephrology,T-008,Port Heather,KY,23,Marshall Inc Medical School
PH-0274,1645104636,William,Mckinney,Family Practice,T-012,Toddside,CO,26,Gonzalez Group Medical School
PH-0275,8003845762,Andrew,Sutton,Nephrology,T-018,Colleenbury,NY,25,Cain-Garrett Medical School
PH-0276,6084325621,Jessica,Meyer,Internal Medicine,T-040,South John,FL,12,Waller-Browning Medical School
PH-0277,5782329832,Kyle,Thornton,Cardiology,T-004,South Wendy,WI,5,Douglas PLC Medical School
PH-0278,2518812520,Kathy,Beard,Emergency Medicine,T-008,Aliport,NV,28,"Peck, Shannon and Mahoney Medical School"
PH-0279,4231220994,Catherine,Salazar,Family Practice,T-009,East Grace,MI,29,Watts Group Medical School
PH-0280,2897526772,Frank,Perez,Cardiology,T-022,Durantown,KY,11,Walker-Powers Medical School
PH-0281,3312797573,Ronald,Parsons,Family Practice,T-037,Cortezfurt,RI,21,"Armstrong, Herrera and Davidson Medical School"
PH-0282,0817703886,Tonya,Williams,Internal Medicine,T-036,Blackton,ID,23,Gonzales-Wilkerson Medical School
PH-0283,4726490827,Maria,Hayes,Emergency Medicine,T-040,East Kimberlyside,DC,15,Gutierrez-Hayes Medical School
PH-0284,2793714521,Christopher,Mccarthy,Family Practice,T-009,Christopherfurt,VA,9,"Salazar, Moore and Pierce Medical School"
PH-0285,0259222206,Kyle,Cross,Internal Medicine,T-026,Robertsburgh,DE,35,Horne Inc Medical School
PH-0286,9407778097,John,Chapman,Family Practice,T-025,Chavezmouth,CO,26,"Greene, Sanchez and Kelley Medical School"
PH-0287,9830220502,Melissa,Estrada,Emergency Medicine,T-002,Markland,AR,7,Butler and Sons Medical School
PH-0288,2499982795,Sarah,Davis,Family Practice,T-034,Marcusfurt,GU,27,Chang PLC Medical School
PH-0289,1472145868,Jason,Clark,Family Practice,T-024,North Ashleyhaven,CO,25,Ramsey-Jacobs Medical School
PH-0290,4695489952,Christina,Crawford,Family Practice,T-006,Vasquezburgh,FM,24,"Hall, Roberts and Lee Medical School"
PH-0291,1071396605,Michael,Shaffer,Internal Medicine,T-029,North Danielle,UT,22,King-Jones Medical School
PH-0292,4885015569,Christina,Johnson,Internal Medicine,T-021,East Mark,MA,7,"Mendoza, Wells and Johnson Medical School"
PH-0293,2727857608,Kevin,Hardy,General Practice,T-020,Angelatown,IL,22,"Jennings, Marsh and Barron Medical School"
PH-0294,5124056829,Catherine,Lopez,Cardiology,T-040,Port Kimberlyport,VT,7,Mckinney-Nelson Medical School
PH-0295,1735743842,Daniel,Glover,Nephrology,T-013,North Scott,AK,30,Stein-Moore Medical School
PH-0296,5784521823,Jenny,Stevens,Rheumatology,T-019,North Larryton,TX,32,"Wiggins, Cook and Small Medical School"
PH-0297,1840943533,Justin,Patel,Family Practice,T-029,Lambertview,FL,30,Hill Inc Medical School
PH-0298,9881385854,Donald,Bush,Oncology,T-019,Audreyburgh,CA,18,Austin-Morgan Medical School
PH-0299,7020701601,Ronald,White,Internal Medicine,T-002,Jensenport,MA,28,Marquez Ltd Medical School
PH-0300,8179217174,Gabrielle,Mckinney,Family Practice,T-030,Ruizbury,FL,38,"Scott, Cox and White Medical School"
PH-0301,5577017157,Steven,Jackson,Hematology,T-004,Cassandraberg,NY,1,Sullivan Ltd Medical School
PH-0302,1581487696,John,Sanchez,Family Practice,T-039,South Patrick,MA,3,Cervantes PLC Medical School
PH-0303,6695832197,Danny,Carlson,Family Practice,T-010,Angelamouth,HI,19,Blanchard-Jones Medical School
PH-0304,1965701329,Rebecca,Fields,Neurology,T-033,Port Dwayneberg,NV,23,"Carter, Gilbert and West Medical School"
PH-0305,3549465190,Cheryl,Dixon,General Practice,T-032,Port Kelly,MN,7,"Faulkner, Smith and Castro Medical School"
PH-0306,5140369656,Richard,Graham,Pulmonology,T-001,Lake Glenn,DC,3,Peters LLC Medical School
PH-0307,6242201027,Diane,Proctor,Internal Medicine,T-008,North Derrick,AS,37,Dalton-English Medical School
PH-0308,9692786876,Michael,Lopez,Internal Medicine,T-033,New Tyronebury,VT,28,"Adams, House and Johnston Medical School"
PH-0309,0097519712,Jessica,Fox,Internal Medicine,T-034,Stevenland,NC,35,"Davis, Kennedy and Harmon Medical School"
PH-0310,1894905807,Shawn,Escobar,Internal Medicine,T-014,Robertport,LA,32,Johnson PLC Medical School
PH-0311,4940792904,Lisa,Weber,Geriatrics,T-016,Toddberg,NY,4,York LLC Medical School
PH-0312,4294440192,Renee,Stevenson,Hospitalist,T-021,Woodburgh,KS,14,"Young, White and Rose Medical School"
PH-0313,0512927663,Donna,Barber,Internal Medicine,T-018,East Becky,MP,7,Brown-Baker Medical School
PH-0314,1027674783,Noah,Thornton,Neurology,T-033,Bakerhaven,VI,23,Smith-Ho Medical School
PH-0315,7658018569,Samantha,Garrison,Geriatrics,T-019,Josephville,KS,36,"Silva, Murray and Leonard Medical School"
PH-0316,3938525800,Marie,Smith,Neurology,T-018,New Daltonmouth,MI,2,Hardy LLC Medical School
PH-0317,3009109391,Jean,Wilson,Emergency Medicine,T-005,South Diana,MH,20,"Knight, Coffey and Kemp Medical School"
PH-0318,2447174654,Fernando,Jones,Family Practice,T-002,South Paulton,KS,3,Thompson-Jones Medical School
PH-0319,3962712863,Christina,Rodriguez,Nephrology,T-012,Baldwinville,AZ,20,Jones Ltd Medical School
PH-0320,4707200642,Isabel,Conway,Neurology,T-038,New Jasminefort,NJ,30,Powell-Luna Medical School
PH-0321,1830671985,Mathew,Turner,Family Practice,T-035,Lake Wendyland,MN,22,"Castaneda, Peterson and Randall Medical School"
PH-0322,4328063461,Crystal,Howard,Hematology,T-017,Lake Samuelborough,DC,10,Lee Ltd Medical School
PH-0323,9376184787,Tammy,Smith,Nephrology,T-023,Brianton,MO,32,Lewis Ltd Medical School
PH-0324,8782931027,Desiree,Ruiz,Family Practice,T-017,East Jacquelineberg,AL,14,Chen LLC Medical School
PH-0325,1792911179,Lauren,Walker,Rheumatology,T-002,South Matthew,MP,25,"Gregory, Nguyen and Daugherty Medical School"
PH-0326,9825309251,David,Thomas,Internal Medicine,T-022,Jacksonstad,OH,4,Gonzales PLC Medical School
PH-0327,0219620710,Adrian,Howe,Internal Medicine,T-029,Robertfort,UT,34,Harris Ltd Medical School
PH-0328,4876329092,Jennifer,Salazar,Internal Medicine,T-011,Lake Margaretport,MI,6,Smith-Young Medical School
PH-0329,1819588373,Joshua,Lee,Emergency Medicine,T-021,Lake Megan,PW,36,Jimenez-Moore Medical School
PH-0330,0054364597,Bradley,Yang,Family Practice,T-034,East Kristen,NM,17,"Wilson, Jacobson and Griffith Medical School"
PH-0331,9956353153,Corey,Rojas,Family Practice,T-038,South Patricia,CA,12,Richards-Brown Medical School
PH-0332,6239726527,Jennifer,Chen,Internal Medicine,T-022,Jamesberg,AZ,21,"Carroll, Ramirez and Rodriguez Medical School"
PH-0333,7762534929,Rebecca,Lane,Internal Medicine,T-031,North Robert,NC,6,Atkins-Robinson Medical School
PH-0334,7740633569,Jeffrey,Pennington,Rheumatology,T-034,New Rachel,MT,12,Williams Group Medical School
PH-0335,8068671773,Christopher,Mullins,Neurology,T-007,Dodsonberg,MI,10,Allen-Duarte Medical School
PH-0336,0742799077,Kelsey,Sawyer,Emergency Medicine,T-026,Lopezstad,SC,21,Padilla-Smith Medical School
PH-0337,1658046498,Barbara,Clark,Family Practice,T-002,New Nicoleton,NY,1,"Cox, Williams and Reyes Medical School"
PH-0338,7905528183,Devon,Rogers,Cardiology,T-036,Lake Timothyshire,VI,26,"Clark, Mcgee and Perez Medical School"
PH-0339,5486401557,Todd,Rose,Cardiology,T-011,South Jenniferside,MH,40,Hayes-Richardson Medical School
PH-0340,1371162411,Fred,Rodriguez,Family Practice,T-036,South Edward,IL,39,"Crane, Johnson and Butler Medical School"
PH-0341,8275670431,Andrew,Pham,Neurology,T-034,Robertmouth,SD,24,"Buchanan, Tucker and Wade Medical School"
PH-0342,8877492424,Jeremy,Watson,Hospitalist,T-005,Kaylaton,FL,33,Mitchell-Huber Medical School
PH-0343,9284222231,Blake,Stewart,Internal Medicine,T-020,South Jorge,HI,19,Hart Inc Medical School
PH-0344,5525782841,Samantha,Sullivan,Nephrology,T-017,Mackmouth,MD,34,Smith Ltd Medical School
PH-0345,8854749297,Matthew,Rodriguez,Neurology,T-002,Mcculloughberg,TX,9,"Wilson, Johnson and Williamson Medical School"
PH-0346,3751509398,Jeffrey,Walls,Cardiology,T-017,Jamesland,ND,1,Rhodes-Rosario Medical School
PH-0347,8637599805,Raymond,Baldwin,Family Practice,T-040,Woodstad,AL,25,Cooper-Parker Medical School
PH-0348,7813767426,Jessica,Perry,Internal Medicine,T-003,East Jaredfort,VI,37,"Hatfield, Jones and Choi Medical School"
PH-0349,6106462879,Karina,Taylor,Cardiology,T-030,Port Patrick,OH,38,Williams-Mckenzie Medical School
PH-0350,9478730024,Kevin,Davidson,Nephrology,T-019,Martinezport,MT,37,Vasquez Ltd Medical School
PH-0351,3014719597,Ariana,Oneill,Cardiology,T-017,Mccannville,MN,10,"Quinn, Smith and Green Medical School"
PH-0352,9025725204,Michael,Fields,Gastroenterology,T-012,Brandonport,NC,16,"Mayer, Palmer and Miranda Medical School"
PH-0353,2192855445,Cody,Carpenter,Geriatrics,T-008,North Derrick,LA,31,Maxwell-Jenkins Medical School
PH-0354,2132833898,Meghan,Marquez,Oncology,T-023,South Stevenland,DE,37,Mclean Group Medical School
PH-0355,5452798524,Anthony,Olsen,Gastroenterology,T-006,East Melissa,FL,8,"Perez, Martinez and Anderson Medical School"
PH-0356,1611076031,Antonio,Keller,Internal Medicine,T-025,South Davidview,AZ,12,Turner Inc Medical School
PH-0357,1193932501,Dustin,Francis,Internal Medicine,T-026,Stacystad,MI,26,Wyatt Ltd Medical School
PH-0358,9389119083,Jennifer,Brandt,Cardiology,T-010,Port Amanda,VA,16,Glass PLC Medical School
PH-0359,7592712566,Jason,Perez,Emergency Medicine,T-023,Port Traceyville,NH,26,Stone Group Medical School
PH-0360,5480157164,Stephen,Fitzgerald,Nephrology,T-007,Perezchester,LA,14,Lopez-Jones Medical School
PH-0361,7520716781,David,Foster,Internal Medicine,T-007,Lake Saraburgh,CA,9,Hester-Morgan Medical School
PH-0362,9613674994,Katelyn,Owen,Internal Medicine,T-008,Kellyfurt,NM,23,"Ramirez, Tate and Rodriguez Medical School"
PH-0363,4773201017,Erika,Stanton,Oncology,T-031,Jacobsmouth,FL,30,Howell-Davis Medical School
PH-0364,1877347784,Amy,Pacheco,Cardiology,T-035,Port Anthonychester,FM,18,Reyes LLC Medical School
PH-0365,6770028427,Ryan,Edwards,Endocrinology,T-039,Freemanville,OK,17,"Henry, Spencer and Ryan Medical School"
PH-0366,7782806479,Tara,Jensen,Pulmonology,T-024,Katieport,MD,35,Johnson Inc Medical School
PH-0367,2559056165,Victoria,Jenkins,Nephrology,T-034,Lake Johnbury,SD,3,Watkins-Lozano Medical School
PH-0368,1415208507,Diane,Henderson,Gastroenterology,T-040,Adamsfort,OR,26,Odom Group Medical School
PH-0369,9659171357,Wesley,Hubbard,Gastroenterology,T-039,Garrettport,MN,15,Harris-Reid Medical School
PH-0370,1834404963,Claudia,Rubio,Oncology,T-004,New Matthewland,OK,29,"Alvarez, Clark and Flynn Medical School"
PH-0371,4846853664,Colleen,Chavez,Pulmonology,T-013,North Courtney,NC,18,Ray and Sons Medical School
PH-0372,7489690835,Steven,Allen,Endocrinology,T-002,Meganchester,MD,35,Walters Group Medical School
PH-0373,4424936312,James,Sanchez,Geriatrics,T-030,Stevenside,NE,13,Lucas-Johnson Medical School
PH-0374,2420448207,Kimberly,Brown,Endocrinology,T-032,West Carolynland,MH,32,Mosley-Powers Medical School
PH-0375,1623198189,Stephanie,Huynh,Oncology,T-039,Tylerland,IA,29,"Martinez, Roman and Murphy Medical School"
PH-0376,9636321234,Scott,King,Hematology,T-029,South Amandaville,MD,16,"Coleman, Vega and Richmond Medical School"
PH-0377,2575409003,Johnny,Cruz,Geriatrics,T-010,Rebeccaville,ND,30,Mathews Group Medical School
PH-0378,0644134327,Crystal,Suarez,Family Practice,T-039,Mccormickview,VI,20,Morrow Group Medical School
PH-0379,7656124815,Robert,Daniel,Rheumatology,T-030,Shawntown,WV,3,Davidson and Sons Medical School
PH-0380,7206345911,Eric,Black,Family Practice,T-030,Port Brooke,MT,4,Hayes-Russo Medical School
PH-0381,2429543165,Hunter,Walter,Gastroenterology,T-037,North Stacy,OH,25,"Salazar, Perez and Davis Medical School"
PH-0382,7342069694,Edward,Rubio,Internal Medicine,T-015,New David,VT,9,"Graham, Mora and Chavez Medical School"
PH-0383,7133344762,Ryan,Clark,Cardiology,T-024,Port Justin,TX,4,Barnes Group Medical School
PH-0384,2044397359,Gabrielle,Ellis,Internal Medicine,T-037,South Deanmouth,UT,37,Mcdaniel-Reeves Medical School
PH-0385,6941180053,Thomas,Gomez,Cardiology,T-006,North Jonfurt,ME,39,Lambert-Anderson Medical School
PH-0386,8092428757,David,Stewart,Geriatrics,T-024,Thomasville,MD,11,Good Group Medical School
PH-0387,4564494856,Patricia,Stewart,Emergency Medicine,T-034,Gallagherberg,OH,25,"Fields, Gonzales and Lopez Medical School"
PH-0388,0320742761,Wanda,Ho,Rheumatology,T-004,South Michaelside,NM,8,Vasquez-Singleton Medical School
PH-0389,2151342284,Anna,Alvarado,Hospitalist,T-010,New Whitney,AL,34,"Wang, White and Knapp Medical School"
PH-0390,3715041659,Sarah,Rodriguez,Family Practice,T-003,Ericland,NH,6,"Keller, Gibson and Moses Medical School"
PH-0391,9050975923,Michelle,Solis,Oncology,T-023,Marcuston,WA,9,Payne PLC Medical School
PH-0392,6164236103,Frank,Chan,Emergency Medicine,T-035,Deborahberg,DE,18,Henry-Reynolds Medical School
PH-0393,4925158377,Nicole,Alvarez,Gastroenterology,T-024,Davischester,AS,3,Austin-Hamilton Medical School
PH-0394,6108573278,Crystal,Warren,Oncology,T-038,Taylorland,PW,13,Evans-Joyce Medical School
PH-0395,4386490810,William,Dixon,Internal Medicine,T-025,Davisshire,GU,9,Kelly-Richards Medical School
PH-0396,8017226016,Nancy,Evans,Emergency Medicine,T-037,Toddmouth,RI,34,Peterson-Hull Medical School
PH-0397,2321941680,Adam,Wilson,Family Practice,T-003,Lake Thomas,UT,28,Melton-Church Medical School
PH-0398,9749956412,Derek,Lee,Family Practice,T-003,Lake Taratown,IL,25,Wong-Santos Medical School
PH-0399,6831472760,Darren,Barrera,Geriatrics,T-009,Maynardfort,AK,15,Richards-Harris Medical School
PH-0400,9605016679,Caitlin,Spencer,Pulmonology,T-005,Benjaminfurt,NM,11,"Garza, Carr and Gregory Medical School"
PH-0401,7308069581,Joseph,Wong,Cardiology,T-024,Wilsonstad,NV,15,"Graham, Martin and Barber Medical School"
PH-0402,7573839597,David,Carter,Cardiology,T-005,Moyerstad,WY,26,Marsh-Richard Medical School
PH-0403,9341722329,Travis,Leon,Endocrinology,T-037,Torresborough,OH,13,Kidd LLC Medical School
PH-0404,4522801561,Christina,Martinez,Emergency Medicine,T-013,South Jonathan,MA,17,Hammond-Carrillo Medical School
PH-0405,8428910771,Theresa,Harrington,Cardiology,T-032,Port Annahaven,CT,29,Soto and Sons Medical School
PH-0406,5247871255,Lori,Martinez,Emergency Medicine,T-003,South Tara,WI,40,Sanchez Group Medical School
PH-0407,5482145653,Edward,Molina,Pulmonology,T-027,Cobbberg,AS,13,Gutierrez-Ortiz Medical School
PH-0408,7850720811,Matthew,Morales,Internal Medicine,T-006,South Bryan,WV,24,Keller Ltd Medical School
PH-0409,2908466845,Regina,Smith,Oncology,T-040,Rachelberg,UT,28,Griffin-Harris Medical School
PH-0410,8997563410,Amanda,Price,Geriatrics,T-013,New Victoria,LA,25,Davis PLC Medical School
PH-0411,4852008943,Marilyn,Torres,Hospitalist,T-036,Benitezville,VA,27,Skinner LLC Medical School
PH-0412,8510174907,Matthew,Young,Rheumatology,T-007,West Kevin,TN,5,"Armstrong, Taylor and Gray Medical School"
PH-0413,3158935712,Jennifer,Poole,Emergency Medicine,T-031,North Bryanberg,NJ,23,Griffin LLC Medical School
PH-0414,8698864976,Wendy,Barker,Cardiology,T-032,Dennischester,GU,30,Thomas and Sons Medical School
PH-0415,7728813770,Julie,Raymond,Emergency Medicine,T-018,Sandraville,PA,36,Rodriguez-Wood Medical School
PH-0416,4082154544,Todd,Moody,Nephrology,T-013,Port Brittany,AR,29,Small-Lewis Medical School
PH-0417,7018510679,Kyle,Chavez,Internal Medicine,T-002,Kimberlyfort,MP,32,"Bass, Anderson and Taylor Medical School"
PH-0418,7772519966,Jesse,Foster,Cardiology,T-027,Lake Pamelaview,SD,17,Cline Ltd Medical School
PH-0419,0948181398,Barbara,Brown,Cardiology,T-034,Port Thomas,MH,24,Martinez PLC Medical School
PH-0420,2043397189,Luke,Chapman,Oncology,T-006,Atkinstown,MA,19,White-Johnson Medical School
PH-0421,8564111824,Douglas,Scott,Hematology,T-010,East Kristopherchester,TX,32,Brown LLC Medical School
PH-0422,2004615265,Jonathan,David,Geriatrics,T-028,North Jamesshire,IA,15,Romero-Gordon Medical School
PH-0423,1405786170,Rick,Hall,Hospitalist,T-029,West Angelashire,TX,22,Sanchez PLC Medical School
PH-0424,2496718325,Amber,Jackson,Hospitalist,T-032,New Stephanie,PW,36,"Hayes, Smith and Marshall Medical School"
PH-0425,9420074946,Yvette,Kirby,Cardiology,T-027,New Mary,LA,17,Martin PLC Medical School
PH-0426,9141612846,Jason,Wagner,Hematology,T-017,Nicolemouth,SC,10,Petty-Zimmerman Medical School
PH-0427,4355379502,Deborah,Smith,Family Practice,T-022,Smithtown,TX,26,Gutierrez Ltd Medical School
PH-0428,7681180715,Teresa,Bennett,Cardiology,T-018,Paultown,DE,14,Wood-Lee Medical School
